continent,country,network,netmask,src_addr,dst_addr,next_hop,input_iface,output_iface,pkts_sent,bytes_sent,start_time,end_time,src_port,dst_port,ip_proto,tos,src_as,dst_as,src_mask,dst_mask,tcp_flag_ACK,tcp_flag_CWR,tcp_flag_ECE,tcp_flag_FIN,tcp_flag_PSH,tcp_flag_RST,tcp_flag_SYN,tcp_flag_URG,flow_time
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-24 20:06:50,2014-08-24 20:40:15,40187,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2005.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1629,2014-08-24 20:06:50,2014-08-24 20:40:15,80,40187,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2005.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.43,0.0.0.0,0,0,77,14403,2014-08-18 20:52:21,2014-08-22 18:49:30,6667,51885,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,338229.0
NoA,US,100.20.140.3,11,100.20.140.43,100.10.20.20,0.0.0.0,0,0,82,6337,2014-08-18 20:52:21,2014-08-22 18:49:30,51885,6667,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,338229.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.9,0.0.0.0,0,0,50,73091,2014-08-24 03:18:00,2014-08-24 21:21:08,80,3061,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,64988.0
NoA,US,100.10.20.1,11,100.10.20.9,100.10.20.4,0.0.0.0,0,0,29,1705,2014-08-24 03:18:00,2014-08-24 21:21:08,3061,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,64988.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2014-08-24 20:40:21,2014-08-24 21:13:45,40209,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1491,2014-08-24 20:40:21,2014-08-24 21:13:45,80,40209,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-22 19:37:12,2014-08-22 19:37:16,38955,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-22 19:37:12,2014-08-22 19:37:16,80,38955,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-24 21:13:59,2014-08-24 21:47:25,40221,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2006.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-24 21:13:59,2014-08-24 21:47:25,80,40221,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2006.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-22 20:05:45,2014-08-22 20:06:00,35071,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-22 20:05:45,2014-08-22 20:06:00,5432,35071,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2014-08-24 21:47:31,2014-08-24 22:20:55,40231,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-24 21:47:31,2014-08-24 22:20:55,80,40231,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,100.5.110.69,11,100.5.111.85,100.10.20.3,0.0.0.0,0,0,11,616,2014-08-22 20:39:34,2014-08-22 20:40:59,54374,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,85.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.85,0.0.0.0,0,0,8,640,2014-08-22 20:39:34,2014-08-22 20:40:59,110,54374,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,85.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,40,54216,2014-08-24 22:21:01,2014-08-24 22:54:25,40237,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-24 22:21:01,2014-08-24 22:54:25,80,40237,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-22 21:14:00,2014-08-22 21:14:04,38975,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-22 21:14:00,2014-08-22 21:14:04,80,38975,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-24 22:54:36,2014-08-24 23:28:05,40252,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2009.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1681,2014-08-24 22:54:36,2014-08-24 23:28:05,80,40252,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2009.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-24 23:28:11,2014-08-25 00:01:35,40269,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1681,2014-08-24 23:28:11,2014-08-25 00:01:35,80,40269,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-25 00:01:41,2014-08-25 00:35:05,40280,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1531,2014-08-25 00:01:41,2014-08-25 00:35:05,80,40280,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-22 22:55:00,2014-08-22 22:55:05,39001,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-22 22:55:00,2014-08-22 22:55:05,80,39001,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.200.140,0.0.0.0,0,0,12,13596,2014-08-22 23:06:06,2014-08-22 23:06:23,80,54469,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,17.0
NoA,US,100.20.200.4,11,100.20.200.140,100.10.20.20,0.0.0.0,0,0,12,703,2014-08-22 23:06:06,2014-08-22 23:06:23,54469,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,17.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.20,0.0.0.0,0,0,16,13673,2014-08-22 23:06:10,2014-08-22 23:06:17,3306,35423,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,7.0
NoA,US,100.10.20.4,11,100.10.20.20,100.10.20.3,0.0.0.0,0,0,14,835,2014-08-22 23:06:10,2014-08-22 23:06:17,35423,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,7.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,40,54216,2014-08-25 00:35:19,2014-08-25 01:08:46,40297,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2007.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,21,1445,2014-08-25 00:35:19,2014-08-25 01:08:46,80,40297,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2007.0
EU,GB,92.6.84.66,11,92.6.85.106,100.10.20.4,0.0.0.0,0,0,323,18051,2014-08-14 08:11:29,2014-08-25 01:35:59,33937,80,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,926670.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.106,0.0.0.0,0,0,720,1067414,2014-08-14 08:11:29,2014-08-25 01:35:59,80,33937,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,926670.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.200.140,0.0.0.0,0,0,7,3808,2014-08-22 23:39:45,2014-08-22 23:39:56,80,54478,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,11.0
NoA,US,100.20.200.4,11,100.20.200.140,100.10.20.20,0.0.0.0,0,0,7,452,2014-08-22 23:39:45,2014-08-22 23:39:56,54478,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,11.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.200.140,0.0.0.0,0,0,6,2248,2014-08-22 23:39:49,2014-08-22 23:39:53,80,54479,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.20.200.4,11,100.20.200.140,100.10.20.20,0.0.0.0,0,0,6,399,2014-08-22 23:39:49,2014-08-22 23:39:53,54479,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-25 01:08:52,2014-08-25 01:42:16,40325,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-25 01:08:52,2014-08-25 01:42:16,80,40325,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
EU,RO,89.44.100.69,15,89.44.100.101,100.10.20.4,0.0.0.0,0,0,40,2435,2014-08-22 18:55:48,2014-08-22 23:57:44,38947,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18116.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.101,0.0.0.0,0,0,73,101099,2014-08-22 18:55:48,2014-08-22 23:57:44,80,38947,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18116.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-22 23:57:32,2014-08-22 23:57:37,3306,2548,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-22 23:57:32,2014-08-22 23:57:37,2548,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-25 01:42:22,2014-08-25 02:11:36,40331,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1754.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-25 01:42:22,2014-08-25 02:11:36,80,40331,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1754.0
NoA,US,100.5.110.64,11,100.5.111.208,100.10.20.3,0.0.0.0,0,0,9,516,2014-08-23 00:35:33,2014-08-23 00:35:54,54507,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,21.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.208,0.0.0.0,0,0,8,640,2014-08-23 00:35:33,2014-08-23 00:35:54,110,54507,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,21.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-23 00:36:01,2014-08-23 00:36:05,39039,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-23 00:36:01,2014-08-23 00:36:05,80,39039,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-25 02:11:48,2014-08-25 02:45:16,40344,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2008.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1485,2014-08-25 02:11:48,2014-08-25 02:45:16,80,40344,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2008.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,40,54216,2014-08-25 02:45:22,2014-08-25 03:18:46,40352,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-25 02:45:22,2014-08-25 03:18:46,80,40352,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,17.22.166.69,11,17.22.167.117,100.10.20.4,0.0.0.0,0,0,10,8778,2014-08-23 01:40:03,2014-08-23 01:40:36,39054,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,33.0
NoA,US,100.10.20.4,11,100.10.20.4,17.22.167.117,0.0.0.0,0,0,7,634,2014-08-23 01:40:03,2014-08-23 01:40:36,80,39054,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,33.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2014-08-25 03:18:52,2014-08-25 03:52:17,40370,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2005.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1595,2014-08-25 03:18:52,2014-08-25 03:52:17,80,40370,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2005.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-23 02:08:34,2014-08-23 02:08:38,39060,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-23 02:08:34,2014-08-23 02:08:38,80,39060,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
EU,GB,92.6.84.71,11,92.6.85.103,100.10.20.20,0.0.0.0,0,0,76,4862,2014-08-20 05:33:59,2014-08-23 02:33:59,37468,6667,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,248400.0
NoA,US,100.10.20.4,11,100.10.20.20,92.6.85.103,0.0.0.0,0,0,70,14612,2014-08-20 05:33:59,2014-08-23 02:33:59,6667,37468,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,248400.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-25 03:52:32,2014-08-25 04:25:56,40380,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1687,2014-08-25 03:52:32,2014-08-25 04:25:56,80,40380,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-25 04:26:03,2014-08-25 04:59:27,40390,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-25 04:26:03,2014-08-25 04:59:27,80,40390,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-25 04:59:33,2014-08-25 05:28:55,40399,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1762.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2014-08-25 04:59:33,2014-08-25 05:28:55,80,40399,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1762.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-23 03:49:15,2014-08-23 03:49:18,39116,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,3.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-23 03:49:15,2014-08-23 03:49:18,80,39116,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,3.0
NoA,US,100.1.100.3,11,100.1.100.35,100.10.20.20,0.0.0.0,0,0,86,5926,2014-08-23 15:40:34,2014-08-25 06:10:15,28341,6667,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,138581.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.100.35,0.0.0.0,0,0,82,15014,2014-08-23 15:40:34,2014-08-25 06:10:15,6667,28341,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,138581.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-25 05:29:06,2014-08-25 06:02:37,40417,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2011.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-25 05:29:06,2014-08-25 06:02:37,80,40417,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2011.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-25 06:02:43,2014-08-25 06:36:15,40421,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2012.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2014-08-25 06:02:43,2014-08-25 06:36:15,80,40421,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2012.0
NoA,US,100.10.20.4,11,100.10.20.4,100.20.200.140,0.0.0.0,0,0,1306,1927657,2014-08-21 18:39:43,2014-08-23 05:14:48,80,53790,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,124505.0
NoA,US,100.20.200.4,11,100.20.200.140,100.10.20.4,0.0.0.0,0,0,690,38994,2014-08-21 18:39:43,2014-08-23 05:14:48,53790,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,124505.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-23 05:14:37,2014-08-23 05:14:42,3306,2549,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-23 05:14:37,2014-08-23 05:14:42,2549,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-25 06:36:21,2014-08-25 07:09:55,40432,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2014.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2014-08-25 06:36:21,2014-08-25 07:09:55,80,40432,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2014.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-23 05:30:05,2014-08-23 05:30:09,39148,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-23 05:30:05,2014-08-23 05:30:09,80,39148,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,99.21.232.10,9,99.21.234.10,100.10.20.8,0.0.0.0,0,0,72,102220,2014-08-23 05:36:46,2014-08-23 05:37:36,80,3113,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,50.0
NoA,US,100.10.20.0,11,100.10.20.8,99.21.234.10,0.0.0.0,0,0,35,2015,2014-08-23 05:36:46,2014-08-23 05:37:36,3113,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,50.0
NoA,US,99.21.232.10,9,99.21.234.10,100.10.20.8,0.0.0.0,0,0,6,2478,2014-08-23 05:37:48,2014-08-23 05:37:55,80,3114,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,7.0
NoA,US,100.10.20.0,11,100.10.20.8,99.21.234.10,0.0.0.0,0,0,5,528,2014-08-23 05:37:48,2014-08-23 05:37:55,3114,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,7.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,36,2141,2014-08-14 12:26:00,2014-08-23 05:44:38,34028,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,753518.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,63,86859,2014-08-14 12:26:00,2014-08-23 05:44:38,80,34028,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,753518.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-23 05:44:24,2014-08-23 05:44:30,3306,2550,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-23 05:44:24,2014-08-23 05:44:30,2550,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,6.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-25 07:10:06,2014-08-25 07:39:27,40445,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1761.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1635,2014-08-25 07:10:06,2014-08-25 07:39:27,80,40445,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1761.0
NoA,US,100.5.110.7,11,100.5.111.151,100.10.20.3,0.0.0.0,0,0,12,672,2014-08-23 05:56:05,2014-08-23 06:14:26,54665,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1101.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.151,0.0.0.0,0,0,8,640,2014-08-23 05:56:05,2014-08-23 06:14:26,110,54665,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,1101.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2014-08-25 07:39:34,2014-08-25 08:12:58,40448,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2014-08-25 07:39:34,2014-08-25 08:12:58,80,40448,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
EU,RO,89.44.100.153,15,89.44.100.153,100.10.20.4,0.0.0.0,0,0,5,578,2014-08-24 14:50:17,2014-08-25 08:41:08,1697,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,64251.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.153,0.0.0.0,0,0,2,229,2014-08-24 14:50:17,2014-08-25 08:41:08,80,1697,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,64251.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2014-08-25 08:13:04,2014-08-25 08:46:28,40458,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2014-08-25 08:13:04,2014-08-25 08:46:28,80,40458,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2014-08-23 07:06:36,2014-08-23 07:06:40,39186,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2014-08-23 07:06:36,2014-08-23 07:06:40,80,39186,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.5.110.69,11,100.5.111.85,100.10.20.3,0.0.0.0,0,0,8,460,2014-08-23 07:11:37,2014-08-23 07:12:18,54713,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,41.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.85,0.0.0.0,0,0,8,640,2014-08-23 07:11:37,2014-08-23 07:12:18,110,54713,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,41.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2014-08-25 08:46:41,2014-08-25 09:15:58,40466,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,1757.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1675,2014-08-25 08:46:41,2014-08-25 09:15:58,80,40466,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,1757.0
NoA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,60216,2014-08-25 09:16:04,2014-08-25 09:49:28,40493,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,2004.0
NoA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1537,2014-08-25 09:16:04,2014-08-25 09:49:28,80,40493,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0,2004.0
EU,GB,92.6.84.66,11,92.6.85.106,100.10.20.4,0.0.0.0,0,0,39,2557,2014-08-14 08:11:21,2014-08-25 09:56:13,33936,80,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,956692.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.106,0.0.0.0,0,0,37,46404,2014-08-14 08:11:21,2014-08-25 09:56:13,80,33936,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,956692.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,6,388,2014-08-23 08:15:25,2014-08-23 08:16:27,39219,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,62.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,5,554,2014-08-23 08:15:25,2014-08-23 08:16:27,80,39219,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,62.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-23 08:16:15,2014-08-23 08:16:20,3306,2551,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-23 08:16:15,2014-08-23 08:16:20,2551,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
